knot
-0.19515787927727948,-0.09757893963863974,0.0,0.09757893963863974,0.19515787927727948,0.29273681891591924,0.39031575855455897,0.48789469819319875,0.5854736378318385,0.6830525774704782,0.7806315171091179,0.8782104567477577,0.9757893963863975,1.0733683360250372,1.170947275663677,1.268526215302317,1.3661051549409564,1.4636840945795964,1.5612630342182359,1.6588419738568758,1.7564209134955153,1.8539998531341553,1.951578792772795,2.049157732411435
